DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];GERMANY_ALLOCATED_VOLUME_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_ALLOCATED_VOLUME_[MW];CZECH_REPUBLIC_MIN_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_IMPORT(-)_EXPORT(+)_[MW];CZECH_REPUBLIC_ALLOCATED_VOLUME_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
06/02/2025;06/02/2025;aFRR;NEG_12_16;1,05;2,63;3,20;2,00;2,67;3,20;-35,00;;1,05;2,40;3,18;35,00;;;;;;;3366,00
06/02/2025;06/02/2025;aFRR;NEG_16_20;0,16;0,47;0,60;0,23;0,47;0,60;-80,00;;0,16;0,44;0,55;80,00;;;;;;;4059,00
06/02/2025;06/02/2025;aFRR;NEG_20_24;0,37;0,99;1,14;0,75;0,99;1,14;7,00;;0,37;0,97;1,14;-7,00;;;;;;;4055,00
07/02/2025;07/02/2025;aFRR;POS_00_04;0,90;2,42;4,47;1,19;2,50;4,47;-80,00;;0,90;1,98;2,39;80,00;;;;;;;4229,00
07/02/2025;07/02/2025;aFRR;POS_04_08;6,44;11,01;12,93;7,09;11,03;12,89;-21,00;;6,44;10,84;12,93;21,00;;;;;;;4097,00
07/02/2025;07/02/2025;aFRR;POS_08_12;7,42;17,86;20,06;10,59;17,96;20,06;55,00;;7,42;16,56;20,00;-55,00;;;;;;;4532,00
07/02/2025;07/02/2025;aFRR;POS_12_16;3,87;9,55;10,39;3,87;9,65;10,39;-11,00;;5,16;8,73;10,38;11,00;;;;;;;4707,00
07/02/2025;07/02/2025;aFRR;POS_16_20;7,61;18,09;19,00;9,98;18,41;19,00;-46,00;;7,61;15,84;18,96;46,00;;;;;;;4614,00
07/02/2025;07/02/2025;aFRR;POS_20_24;2,48;6,06;6,59;3,37;6,16;6,59;-68,00;;2,48;5,44;6,55;68,00;;;;;;;4567,00
07/02/2025;07/02/2025;aFRR;NEG_00_04;1,12;3,28;3,60;1,96;3,30;3,60;20,00;;1,12;3,09;3,60;-20,00;;;;;;;4015,00
07/02/2025;07/02/2025;aFRR;NEG_04_08;0,97;2,86;3,33;1,59;2,88;3,33;25,00;;0,97;2,62;3,29;-25,00;;;;;;;3343,00
07/02/2025;07/02/2025;aFRR;NEG_08_12;0,41;1,26;1,80;0,60;1,32;1,80;-80,00;;0,41;0,94;1,13;80,00;;;;;;;3752,00
07/02/2025;07/02/2025;aFRR;NEG_12_16;1,03;2,77;3,50;1,63;2,80;3,50;-45,00;;1,03;2,57;3,50;45,00;;;;;;;3591,00
07/02/2025;07/02/2025;aFRR;NEG_16_20;0,17;0,61;1,00;0,20;0,64;1,00;-80,00;;0,17;0,41;0,60;80,00;;;;;;;3766,00
07/02/2025;07/02/2025;aFRR;NEG_20_24;0,36;1,09;1,40;0,40;1,10;1,40;-37,00;;0,36;1,02;1,40;37,00;;;;;;;4265,00
08/02/2025;08/02/2025;aFRR;POS_00_04;0,90;2,52;3,50;1,84;2,63;3,50;-80,00;;0,90;1,88;2,25;80,00;;;;;;;4502,00
08/02/2025;08/02/2025;aFRR;POS_04_08;3,17;8,30;8,80;4,61;8,51;8,80;-61,00;;3,17;7,05;8,80;61,00;;;;;;;4765,00
08/02/2025;08/02/2025;aFRR;POS_08_12;5,66;12,03;12,89;6,29;12,23;12,89;23,00;;5,66;10,14;12,88;-23,00;;;;;;;4971,00
08/02/2025;08/02/2025;aFRR;POS_12_16;3,53;7,43;7,84;3,71;7,58;7,84;-60,00;;3,53;6,48;7,83;60,00;;;;;;;4741,00
08/02/2025;08/02/2025;aFRR;POS_16_20;5,96;14,86;16,85;5,96;14,98;16,85;24,00;;6,66;13,67;16,79;-24,00;;;;;;;5179,00
08/02/2025;08/02/2025;aFRR;POS_20_24;2,07;5,58;6,06;2,07;5,68;6,06;-57,00;;2,20;4,90;6,00;57,00;;;;;;;5122,00
08/02/2025;08/02/2025;aFRR;NEG_00_04;1,29;3,38;4,56;1,35;3,41;4,56;-29,00;;1,29;3,17;4,45;29,00;;;;;;;4197,00
08/02/2025;08/02/2025;aFRR;NEG_04_08;1,19;3,11;4,86;1,25;3,17;4,86;-8,00;;1,19;2,70;3,50;8,00;;;;;;;4089,00
08/02/2025;08/02/2025;aFRR;NEG_08_12;0,50;1,56;3,33;0,68;1,63;3,33;-23,00;;0,50;1,06;3,20;23,00;;;;;;;4185,00
08/02/2025;08/02/2025;aFRR;NEG_12_16;1,12;3,04;3,93;1,31;3,08;3,93;9,00;;1,12;2,74;3,92;-9,00;;;;;;;4418,00
08/02/2025;08/02/2025;aFRR;NEG_16_20;0,27;0,67;0,91;0,30;0,70;0,90;-4,00;;0,27;0,46;0,91;4,00;;;;;;;4551,00
08/02/2025;08/02/2025;aFRR;NEG_20_24;0,40;0,92;1,12;0,40;0,92;1,12;-28,00;;0,48;0,98;1,12;28,00;;;;;;;4537,00
09/02/2025;09/02/2025;aFRR;POS_00_04;1,17;2,56;2,95;1,31;2,62;2,95;-80,00;;1,17;2,15;2,81;80,00;;;;;;;4825,00
09/02/2025;09/02/2025;aFRR;POS_04_08;2,36;6,59;7,09;3,17;6,75;7,09;-49,00;;2,36;5,46;7,08;49,00;;;;;;;5174,00
09/02/2025;09/02/2025;aFRR;POS_08_12;4,19;8,88;9,76;4,19;8,94;9,76;34,00;;4,34;8,26;9,71;-34,00;;;;;;;5106,00
09/02/2025;09/02/2025;aFRR;POS_12_16;2,19;6,00;6,88;2,55;6,13;6,88;-80,00;;2,19;5,14;6,66;80,00;;;;;;;4309,00
09/02/2025;09/02/2025;aFRR;POS_16_20;4,92;12,19;14,00;5,48;12,29;14,00;-32,00;;4,92;11,47;13,99;32,00;;;;;;;5021,00
09/02/2025;09/02/2025;aFRR;POS_20_24;2,08;5,10;5,47;2,27;5,18;5,47;-80,00;;2,08;4,62;5,43;80,00;;;;;;;4980,00
09/02/2025;09/02/2025;aFRR;NEG_00_04;1,38;2,99;3,41;1,48;3,00;3,41;31,00;;1,38;2,89;3,40;-31,00;;;;;;;4260,00
09/02/2025;09/02/2025;aFRR;NEG_04_08;1,32;2,80;3,08;1,58;2,82;3,08;14,00;;1,32;2,66;3,07;-14,00;;;;;;;4067,00
09/02/2025;09/02/2025;aFRR;NEG_08_12;0,70;1,52;2,00;0,70;1,54;2,00;61,00;;0,70;1,33;1,98;-61,00;;;;;;;4054,00
09/02/2025;09/02/2025;aFRR;NEG_12_16;1,20;2,78;3,24;1,28;2,79;3,24;49,00;;1,20;2,72;3,22;-49,00;;;;;;;4305,00
09/02/2025;09/02/2025;aFRR;NEG_16_20;0,30;0,62;0,80;0,30;0,63;0,77;80,00;;0,32;0,52;0,80;-80,00;;;;;;;4294,00
09/02/2025;09/02/2025;aFRR;NEG_20_24;0,30;0,85;1,01;0,40;0,85;0,99;80,00;;0,30;0,85;1,01;-80,00;;;;;;;4148,00
10/02/2025;10/02/2025;aFRR;POS_00_04;1,00;2,38;2,89;1,49;2,45;2,89;-80,00;;1,00;1,98;2,51;80,00;;;;;;;4337,00
10/02/2025;10/02/2025;aFRR;POS_04_08;1,96;9,07;14,07;3,74;9,66;14,07;-80,00;;1,96;5,32;7,62;80,00;;;;;;;4104,00
10/02/2025;10/02/2025;aFRR;POS_08_12;3,25;15,19;24,70;5,48;16,02;24,70;-80,00;;3,25;9,71;16,14;80,00;;;;;;;4187,00
10/02/2025;10/02/2025;aFRR;POS_12_16;1,82;6,05;7,44;3,33;6,22;7,44;-78,00;;1,82;4,94;7,21;78,00;;;;;;;4050,00
10/02/2025;10/02/2025;aFRR;POS_16_20;3,97;11,57;16,75;7,16;11,62;16,75;-76,00;;3,97;11,26;16,71;76,00;;;;;;;4090,00
10/02/2025;10/02/2025;aFRR;POS_20_24;1,88;4,65;5,17;2,58;4,72;5,17;-46,00;;1,88;4,18;5,15;46,00;;;;;;;4273,00
10/02/2025;10/02/2025;aFRR;NEG_00_04;1,01;2,74;3,13;1,70;2,74;2,91;80,00;;1,01;2,72;3,13;-80,00;;;;;;;3904,00
10/02/2025;10/02/2025;aFRR;NEG_04_08;1,03;2,43;2,70;1,50;2,42;2,70;56,00;;1,03;2,48;2,69;-56,00;;;;;;;3202,00
10/02/2025;10/02/2025;aFRR;NEG_08_12;0,69;1,28;1,50;0,80;1,30;1,50;59,00;;0,69;1,08;1,49;-59,00;;;;;;;3470,00
10/02/2025;10/02/2025;aFRR;NEG_12_16;0,92;2,43;2,81;1,50;2,43;2,81;62,00;;0,92;2,38;2,79;-62,00;;;;;;;3483,00
10/02/2025;10/02/2025;aFRR;NEG_16_20;0,24;0,61;0,93;0,30;0,63;0,93;-80,00;;0,24;0,52;0,66;80,00;;;;;;;3731,00
10/02/2025;10/02/2025;aFRR;NEG_20_24;0,30;1,05;5,14;0,40;1,06;5,14;-60,00;;0,30;0,98;3,62;60,00;;;;;;;3898,00
11/02/2025;11/02/2025;aFRR;POS_00_04;0,94;2,21;2,53;1,35;2,26;2,53;-80,00;;0,94;1,93;2,23;80,00;;;;;;;4460,00
11/02/2025;11/02/2025;aFRR;POS_04_08;3,94;8,42;10,50;6,58;8,69;10,50;-80,00;;3,94;6,79;9,36;80,00;;;;;;;3626,00
11/02/2025;11/02/2025;aFRR;POS_08_12;4,86;12,69;15,19;9,00;12,74;15,19;16,00;;4,86;12,10;14,98;-16,00;;;;;;;4444,00
11/02/2025;11/02/2025;aFRR;POS_12_16;2,40;6,41;13,80;3,48;6,54;13,80;-80,00;;2,40;5,56;6,65;80,00;;;;;;;3648,00
11/02/2025;11/02/2025;aFRR;POS_16_20;4,35;14,87;18,77;7,83;15,19;18,77;-31,00;;4,35;12,50;18,59;31,00;;;;;;;4431,00
11/02/2025;11/02/2025;aFRR;POS_20_24;1,66;4,77;5,83;2,42;4,87;5,83;-59,00;;1,66;4,17;5,77;59,00;;;;;;;4793,00
11/02/2025;11/02/2025;aFRR;NEG_00_04;1,00;9,00;21,61;1,09;9,81;21,61;-55,00;;1,00;3,94;20,98;55,00;;;;;;;3756,00
11/02/2025;11/02/2025;aFRR;NEG_04_08;0,82;4,37;9,63;1,01;4,62;9,63;-4,00;;0,82;2,39;8,33;4,00;;;;;;;3265,00
11/02/2025;11/02/2025;aFRR;NEG_08_12;0,42;1,68;2,85;0,56;1,77;2,85;-80,00;;0,42;1,10;1,88;80,00;;;;;;;3048,00
11/02/2025;11/02/2025;aFRR;NEG_12_16;0,70;2,28;3,00;0,70;2,28;3,00;-25,00;;0,87;2,27;2,87;25,00;;;;;;;3083,00
11/02/2025;11/02/2025;aFRR;NEG_16_20;0,23;0,59;0,72;0,35;0,61;0,72;-75,00;;0,23;0,50;0,71;75,00;;;;;;;3577,00
11/02/2025;11/02/2025;aFRR;NEG_20_24;0,45;1,40;2,17;0,81;1,45;2,17;-45,00;;0,45;1,09;2,15;45,00;;;;;;;4061,00
12/02/2025;12/02/2025;aFRR;POS_00_04;0,87;2,27;2,67;1,04;2,32;2,67;-80,00;;0,87;1,99;2,58;80,00;;;;;;;4502,00
12/02/2025;12/02/2025;aFRR;POS_04_08;2,69;9,85;13,18;3,75;10,22;13,18;-80,00;;2,69;7,55;11,45;80,00;;;;;;;4012,00
12/02/2025;12/02/2025;aFRR;POS_08_12;4,81;15,93;24,04;5,43;16,19;24,04;-72,00;;4,81;14,20;23,98;72,00;;;;;;;4560,00
12/02/2025;12/02/2025;aFRR;POS_12_16;2,62;8,59;11,93;5,05;8,94;11,93;-80,00;;2,62;6,34;9,21;80,00;;;;;;;4565,00
12/02/2025;12/02/2025;aFRR;POS_16_20;5,68;22,25;37,56;7,74;22,45;37,56;-80,00;;5,68;20,95;30,15;80,00;;;;;;;4048,00
12/02/2025;12/02/2025;aFRR;POS_20_24;1,83;5,37;6,75;2,41;5,43;6,75;-52,00;;1,83;4,97;6,54;52,00;;;;;;;4695,00
12/02/2025;12/02/2025;aFRR;NEG_00_04;1,96;6,52;9,00;3,00;6,73;9,00;47,00;;1,96;4,42;9,00;-47,00;;;;;;;3910,00
12/02/2025;12/02/2025;aFRR;NEG_04_08;1,54;3,74;5,16;2,00;3,83;5,16;43,00;;1,54;2,82;5,11;-43,00;;;;;;;3306,00
12/02/2025;12/02/2025;aFRR;NEG_08_12;0,62;1,62;2,00;0,78;1,69;2,00;-80,00;;0,62;1,26;1,70;80,00;;;;;;;3187,00
12/02/2025;12/02/2025;aFRR;NEG_12_16;0,78;1,99;2,34;0,83;2,00;2,34;36,00;;0,78;1,98;2,33;-36,00;;;;;;;3164,00
12/02/2025;12/02/2025;aFRR;NEG_16_20;0,20;0,55;0,64;0,20;0,56;0,64;-22,00;;0,23;0,50;0,64;22,00;;;;;;;3941,00
12/02/2025;12/02/2025;aFRR;NEG_20_24;0,51;1,33;1,55;0,60;1,35;1,55;11,00;;0,51;1,09;1,52;-11,00;;;;;;;4110,00
13/02/2025;13/02/2025;aFRR;POS_00_04;0,95;2,40;2,86;2,00;2,44;2,86;-80,00;;0,95;2,18;2,73;80,00;;;;;;;4166,00
13/02/2025;13/02/2025;aFRR;POS_04_08;4,85;11,96;15,07;8,17;12,12;15,07;-80,00;;4,85;10,92;14,56;80,00;;;;;;;3844,00
13/02/2025;13/02/2025;aFRR;POS_08_12;7,14;20,62;26,42;13,00;21,05;26,32;-33,00;;7,14;17,32;26,42;33,00;;;;;;;4525,00
13/02/2025;13/02/2025;aFRR;POS_12_16;3,00;9,81;11,55;6,96;10,09;11,55;-80,00;;3,00;8,01;11,04;80,00;;;;;;;4462,00
13/02/2025;13/02/2025;aFRR;POS_16_20;8,89;26,95;31,32;14,92;27,06;31,32;22,00;;8,89;25,84;31,27;-22,00;;;;;;;4488,00
13/02/2025;13/02/2025;aFRR;POS_20_24;2,35;5,70;6,38;4,75;5,73;6,38;16,00;;2,35;5,42;6,36;-16,00;;;;;;;4778,00
13/02/2025;13/02/2025;aFRR;NEG_00_04;2,48;4,71;6,00;2,65;4,82;6,00;22,00;;2,48;3,77;5,85;-22,00;;;;;;;4235,00
13/02/2025;13/02/2025;aFRR;NEG_04_08;1,60;3,16;3,70;2,00;3,20;3,70;37,00;;1,60;2,77;3,70;-37,00;;;;;;;3338,00
13/02/2025;13/02/2025;aFRR;NEG_08_12;0,64;1,42;1,66;0,80;1,45;1,66;-80,00;;0,64;1,18;1,55;80,00;;;;;;;3509,00
13/02/2025;13/02/2025;aFRR;NEG_12_16;0,72;1,68;2,10;1,00;1,69;2,10;-80,00;;0,72;1,61;1,96;80,00;;;;;;;3138,00
13/02/2025;13/02/2025;aFRR;NEG_16_20;0,20;0,49;0,57;0,20;0,50;0,57;-57,00;;0,20;0,43;0,57;57,00;;;;;;;3684,00
13/02/2025;13/02/2025;aFRR;NEG_20_24;0,40;1,11;1,29;0,40;1,13;1,29;-80,00;;0,48;1,00;1,17;80,00;;;;;;;4165,00
14/02/2025;14/02/2025;aFRR;POS_00_04;0,99;2,43;2,98;1,77;2,48;2,98;-80,00;;0,99;2,15;2,67;80,00;;;;;;;4394,00
14/02/2025;14/02/2025;aFRR;POS_04_08;4,88;13,46;16,68;9,00;13,57;16,68;-42,00;;4,88;12,70;16,67;42,00;;;;;;;3857,00
14/02/2025;14/02/2025;aFRR;POS_08_12;7,87;25,50;47,04;15,50;25,61;47,04;-80,00;;7,87;24,78;39,48;80,00;;;;;;;4383,00
14/02/2025;14/02/2025;aFRR;POS_12_16;4,51;9,89;11,53;6,50;9,99;11,53;-30,00;;4,51;9,18;11,38;30,00;;;;;;;4570,00
14/02/2025;14/02/2025;aFRR;POS_16_20;10,03;64,44;110,50;20,61;69,16;110,50;-80,00;;10,03;35,79;70,63;80,00;;;;;;;3817,00
14/02/2025;14/02/2025;aFRR;POS_20_24;2,30;11,73;19,29;3,96;12,69;19,29;-80,00;;2,30;5,93;10,14;80,00;;;;;;;4462,00
14/02/2025;14/02/2025;aFRR;NEG_00_04;1,76;3,85;5,09;2,50;3,86;5,09;-12,00;;1,76;3,79;5,00;12,00;;;;;;;3919,00
14/02/2025;14/02/2025;aFRR;NEG_04_08;1,02;2,68;2,99;1,20;2,69;2,99;55,00;;1,02;2,53;2,98;-55,00;;;;;;;3313,00
14/02/2025;14/02/2025;aFRR;NEG_08_12;0,48;1,25;1,42;0,75;1,28;1,42;-80,00;;0,48;1,04;1,31;80,00;;;;;;;3728,00
14/02/2025;14/02/2025;aFRR;NEG_12_16;0,51;1,45;1,69;0,89;1,46;1,69;-80,00;;0,51;1,37;1,65;80,00;;;;;;;3541,00
14/02/2025;14/02/2025;aFRR;NEG_16_20;0,18;0,44;0,55;0,20;0,45;0,55;-80,00;;0,18;0,42;0,52;80,00;;;;;;;4137,00
14/02/2025;14/02/2025;aFRR;NEG_20_24;0,36;0,95;1,05;0,40;0,95;1,05;-80,00;;0,36;0,91;1,00;80,00;;;;;;;4279,00
15/02/2025;15/02/2025;aFRR;POS_00_04;0,99;2,55;3,91;2,00;2,62;3,91;-80,00;;0,99;2,13;2,53;80,00;;;;;;;4390,00
15/02/2025;15/02/2025;aFRR;POS_04_08;6,02;9,87;11,52;8,00;9,85;10,40;80,00;;6,02;10,08;11,52;-80,00;;;;;;;5017,00
15/02/2025;15/02/2025;aFRR;POS_08_12;10,72;16,88;23,60;11,25;16,75;18,10;80,00;;10,72;18,63;23,60;-80,00;;;;;;;5220,00
15/02/2025;15/02/2025;aFRR;POS_12_16;3,99;7,56;8,32;6,00;7,59;8,26;80,00;;3,99;7,17;8,32;-80,00;;;;;;;5231,00
15/02/2025;15/02/2025;aFRR;POS_16_20;14,50;34,49;46,09;14,50;34,32;41,12;80,00;;23,29;36,77;46,09;-80,00;;;;;;;5212,00
15/02/2025;15/02/2025;aFRR;POS_20_24;3,76;8,33;10,36;5,25;8,56;10,36;7,00;;3,76;6,33;9,71;-7,00;;;;;;;4975,00
15/02/2025;15/02/2025;aFRR;NEG_00_04;1,16;3,26;3,69;2,00;3,26;3,63;80,00;;1,16;3,25;3,69;-80,00;;;;;;;4221,00
15/02/2025;15/02/2025;aFRR;NEG_04_08;0,88;2,43;2,63;1,00;2,45;2,63;13,00;;0,88;2,28;2,62;-13,00;;;;;;;4005,00
15/02/2025;15/02/2025;aFRR;NEG_08_12;0,40;1,38;1,95;0,40;1,42;1,95;-21,00;;0,44;1,10;1,77;21,00;;;;;;;4146,00
15/02/2025;15/02/2025;aFRR;NEG_12_16;0,50;1,77;5,20;0,80;1,80;5,20;2,00;;0,50;1,51;5,14;-2,00;;;;;;;4035,00
15/02/2025;15/02/2025;aFRR;NEG_16_20;0,16;0,59;0,97;0,20;0,61;0,97;-45,00;;0,16;0,46;0,97;45,00;;;;;;;4669,00
15/02/2025;15/02/2025;aFRR;NEG_20_24;0,32;0,90;1,00;0,40;0,91;1,00;62,00;;0,32;0,81;0,99;-62,00;;;;;;;4212,00
16/02/2025;16/02/2025;aFRR;POS_00_04;1,06;2,68;3,15;1,47;2,77;3,15;-80,00;;1,06;2,11;2,66;80,00;;;;;;;4472,00
16/02/2025;16/02/2025;aFRR;POS_04_08;2,86;7,34;7,93;2,86;7,38;7,93;60,00;;3,57;6,83;7,90;-60,00;;;;;;;4859,00
16/02/2025;16/02/2025;aFRR;POS_08_12;4,07;10,71;12,90;4,07;10,69;11,88;80,00;;6,13;11,02;12,90;-80,00;;;;;;;4713,00
16/02/2025;16/02/2025;aFRR;POS_12_16;2,27;5,92;6,49;2,27;5,97;6,49;-33,00;;2,45;5,54;6,46;33,00;;;;;;;4555,00
16/02/2025;16/02/2025;aFRR;POS_16_20;5,14;17,03;28,25;5,14;16,51;18,73;80,00;;12,90;24,31;28,25;-80,00;;;;;;;5217,00
16/02/2025;16/02/2025;aFRR;POS_20_24;2,33;6,09;6,80;2,33;6,12;6,80;64,00;;3,08;5,79;6,76;-64,00;;;;;;;5189,00
16/02/2025;16/02/2025;aFRR;NEG_00_04;1,10;2,98;3,40;1,36;2,99;3,40;53,00;;1,10;2,86;3,40;-53,00;;;;;;;4255,00
16/02/2025;16/02/2025;aFRR;NEG_04_08;0,85;2,44;2,98;0,85;2,48;2,98;36,00;;0,92;2,12;2,80;-36,00;;;;;;;3944,00
16/02/2025;16/02/2025;aFRR;NEG_08_12;0,61;1,86;3,19;0,63;1,90;3,19;33,00;;0,61;1,40;2,25;-33,00;;;;;;;3693,00
16/02/2025;16/02/2025;aFRR;NEG_12_16;0,46;5,04;16,00;1,00;5,23;16,00;15,00;;0,46;3,27;15,43;-15,00;;;;;;;3596,00
16/02/2025;16/02/2025;aFRR;NEG_16_20;0,20;0,74;0,90;0,20;0,76;0,90;17,00;;0,28;0,57;0,90;-17,00;;;;;;;4360,00
16/02/2025;16/02/2025;aFRR;NEG_20_24;0,35;0,85;0,95;0,38;0,86;0,95;34,00;;0,35;0,80;0,95;-34,00;;;;;;;4282,00
17/02/2025;17/02/2025;aFRR;POS_00_04;1,16;2,61;2,89;1,47;2,67;2,89;-78,00;;1,16;2,24;2,88;78,00;;;;;;;4410,00
17/02/2025;17/02/2025;aFRR;POS_04_08;2,21;12,44;17,82;3,90;12,78;17,82;-80,00;;2,21;10,32;14,00;80,00;;;;;;;4336,00
17/02/2025;17/02/2025;aFRR;POS_08_12;4,13;19,18;25,92;6,79;19,66;25,92;-80,00;;4,13;16,07;24,75;80,00;;;;;;;4221,00
17/02/2025;17/02/2025;aFRR;POS_12_16;1,94;7,58;11,20;3,51;7,89;11,20;-80,00;;1,94;5,64;8,60;80,00;;;;;;;4154,00
17/02/2025;17/02/2025;aFRR;POS_16_20;6,08;49,13;65,71;13,36;49,87;65,71;-80,00;;6,08;44,47;54,85;80,00;;;;;;;4106,00
17/02/2025;17/02/2025;aFRR;POS_20_24;2,28;9,39;14,08;3,89;9,89;14,08;-80,00;;2,28;6,59;9,12;80,00;;;;;;;4651,00
17/02/2025;17/02/2025;aFRR;NEG_00_04;1,00;2,61;2,90;1,00;2,62;2,89;80,00;;1,11;2,39;2,90;-80,00;;;;;;;4046,00
17/02/2025;17/02/2025;aFRR;NEG_04_08;0,85;2,10;2,38;0,85;2,11;2,38;18,00;;1,00;2,00;2,38;-18,00;;;;;;;3521,00
17/02/2025;17/02/2025;aFRR;NEG_08_12;0,40;1,66;1,99;0,40;1,70;1,99;-38,00;;0,70;1,33;1,95;38,00;;;;;;;3678,00
17/02/2025;17/02/2025;aFRR;NEG_12_16;0,80;4,82;10,02;0,80;4,99;10,02;-33,00;;1,07;3,61;10,00;33,00;;;;;;;3274,00
17/02/2025;17/02/2025;aFRR;NEG_16_20;0,20;0,61;0,76;0,20;0,62;0,76;-35,00;;0,28;0,52;0,76;35,00;;;;;;;3848,00
17/02/2025;17/02/2025;aFRR;NEG_20_24;0,30;0,77;0,93;0,30;0,78;0,92;50,00;;0,34;0,74;0,93;-50,00;;;;;;;4415,00
18/02/2025;18/02/2025;aFRR;POS_00_04;1,05;2,49;2,78;1,08;2,53;2,78;-80,00;;1,05;2,26;2,64;80,00;;;;;;;4270,00
18/02/2025;18/02/2025;aFRR;POS_04_08;4,45;11,25;13,08;6,68;11,30;13,08;31,00;;4,45;10,77;13,02;-31,00;;;;;;;4524,00
18/02/2025;18/02/2025;aFRR;POS_08_12;6,79;19,29;30,00;7,21;19,16;30,00;-77,00;;6,79;20,16;28,88;77,00;;;;;;;3621,00
18/02/2025;18/02/2025;aFRR;POS_12_16;3,12;160,68;1005,56;3,58;184,93;1005,56;-80,00;;3,12;7,74;11,61;80,00;;;;;;;3340,00
18/02/2025;18/02/2025;aFRR;POS_16_20;15,57;34,13;45,46;15,57;33,87;45,29;70,00;;18,99;37,46;45,46;-70,00;;;;;;;4079,00
18/02/2025;18/02/2025;aFRR;POS_20_24;3,22;7,89;9,33;4,26;7,96;9,33;2,00;;3,22;7,30;9,30;-2,00;;;;;;;4516,00
18/02/2025;18/02/2025;aFRR;NEG_00_04;0,90;2,26;2,47;1,00;2,28;2,47;28,00;;0,90;2,14;2,46;-28,00;;;;;;;4225,00
18/02/2025;18/02/2025;aFRR;NEG_04_08;0,72;1,83;2,15;0,77;1,84;2,15;12,00;;0,72;1,81;2,13;-12,00;;;;;;;3623,00
18/02/2025;18/02/2025;aFRR;NEG_08_12;0,58;1,52;1,90;0,65;1,56;1,90;-59,00;;0,58;1,30;1,80;59,00;;;;;;;3303,00
18/02/2025;18/02/2025;aFRR;NEG_12_16;0,73;23,18;388,00;0,73;26,33;388,00;-80,00;;1,61;4,87;9,85;80,00;;;;;;;2784,00
18/02/2025;18/02/2025;aFRR;NEG_16_20;0,19;0,54;0,65;0,20;0,55;0,65;-80,00;;0,19;0,47;0,60;80,00;;;;;;;3838,00
18/02/2025;18/02/2025;aFRR;NEG_20_24;0,29;0,76;0,90;0,35;0,76;0,90;14,00;;0,29;0,76;0,90;-14,00;;;;;;;4021,00
19/02/2025;19/02/2025;aFRR;POS_00_04;0,90;2,40;2,68;0,90;2,45;2,68;-80,00;;1,00;2,14;2,53;80,00;;;;;;;4059,00
19/02/2025;19/02/2025;aFRR;POS_04_08;4,19;10,05;11,80;4,25;10,15;11,80;-80,00;;4,19;9,44;11,53;80,00;;;;;;;4170,00
19/02/2025;19/02/2025;aFRR;POS_08_12;8,02;17,27;19,68;8,25;17,34;19,68;50,00;;8,02;16,50;19,59;-50,00;;;;;;;4487,00
19/02/2025;19/02/2025;aFRR;POS_12_16;3,41;43,31;69,75;7,79;46,79;69,75;-41,00;;3,41;16,99;60,00;41,00;;;;;;;4644,00
19/02/2025;19/02/2025;aFRR;POS_16_20;11,88;25,13;29,53;12,45;25,14;28,76;80,00;;11,88;25,08;29,53;-80,00;;;;;;;4340,00
19/02/2025;19/02/2025;aFRR;POS_20_24;2,80;6,93;7,93;2,80;6,95;7,93;-21,00;;3,11;6,72;7,91;21,00;;;;;;;4538,00
19/02/2025;19/02/2025;aFRR;NEG_00_04;0,76;2,10;2,79;1,04;2,13;2,79;-59,00;;0,76;1,97;2,39;59,00;;;;;;;4078,00
19/02/2025;19/02/2025;aFRR;NEG_04_08;0,63;1,86;2,37;0,91;1,88;2,37;-63,00;;0,63;1,74;2,30;63,00;;;;;;;3549,00
19/02/2025;19/02/2025;aFRR;NEG_08_12;0,53;1,81;4,49;0,81;1,87;4,49;-16,00;;0,53;1,34;4,00;16,00;;;;;;;3428,00
19/02/2025;19/02/2025;aFRR;NEG_12_16;1,80;22,50;37,90;1,80;24,64;37,90;-80,00;;2,64;10,03;26,97;80,00;;;;;;;3347,00
19/02/2025;19/02/2025;aFRR;NEG_16_20;0,20;0,51;0,66;0,20;0,52;0,66;-80,00;;0,20;0,44;0,52;80,00;;;;;;;3713,00
19/02/2025;19/02/2025;aFRR;NEG_20_24;0,30;0,75;0,95;0,32;0,76;0,95;-19,00;;0,30;0,73;0,93;19,00;;;;;;;4080,00
