DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
27/02/2023;27/02/2023;aFRR;POS_12_16;0,87;1,85;2,49;1,00;1,88;2,49;-73,00;0,87;1,69;2,49;73,00;4154,00
27/02/2023;27/02/2023;aFRR;POS_16_20;3,38;10,85;20,06;5,01;10,37;20,02;-6,00;3,38;15,36;20,06;6,00;4387,00
27/02/2023;27/02/2023;aFRR;POS_20_24;2,25;5,07;5,95;3,00;5,14;5,95;41,00;2,25;4,32;5,83;-41,00;4657,00
27/02/2023;27/02/2023;aFRR;NEG_00_04;4,19;7,65;10,00;4,19;7,67;9,29;80,00;4,50;7,27;10,00;-80,00;3675,00
27/02/2023;27/02/2023;aFRR;NEG_04_08;2,76;5,18;6,50;2,76;5,20;6,48;80,00;2,86;4,84;6,50;-80,00;3909,00
27/02/2023;27/02/2023;aFRR;NEG_08_12;1,31;4,66;7,30;1,31;4,81;7,30;-67,00;1,40;3,61;6,92;67,00;2950,00
27/02/2023;27/02/2023;aFRR;NEG_12_16;0,92;12,79;20,00;3,89;13,19;20,00;-38,00;0,92;9,66;19,79;38,00;2963,00
27/02/2023;27/02/2023;aFRR;NEG_16_20;0,62;2,33;3,38;1,03;2,32;3,38;-6,00;0,62;2,41;3,38;6,00;3385,00
27/02/2023;27/02/2023;aFRR;NEG_20_24;1,00;2,28;2,97;1,00;2,27;2,97;69,00;1,33;2,37;2,97;-69,00;3668,00
28/02/2023;28/02/2023;aFRR;POS_00_04;0,98;1,96;2,42;1,01;1,96;2,42;-39,00;0,98;1,97;2,42;39,00;4172,00
28/02/2023;28/02/2023;aFRR;POS_04_08;1,78;4,09;10,13;2,00;3,87;5,49;80,00;1,78;7,57;10,13;-80,00;4235,00
28/02/2023;28/02/2023;aFRR;POS_08_12;2,93;5,82;16,91;3,75;5,43;6,26;80,00;2,93;12,85;16,91;-80,00;4524,00
28/02/2023;28/02/2023;aFRR;POS_12_16;0,98;1,92;2,44;1,50;1,93;2,44;4,00;0,98;1,87;2,40;-4,00;4348,00
28/02/2023;28/02/2023;aFRR;POS_16_20;4,90;13,94;30,27;7,50;13,26;16,63;80,00;4,90;25,15;30,27;-80,00;4238,00
28/02/2023;28/02/2023;aFRR;POS_20_24;2,96;5,22;9,66;3,75;5,09;5,66;80,00;2,96;7,47;9,66;-80,00;4391,00
28/02/2023;28/02/2023;aFRR;NEG_00_04;2,86;5,91;6,84;3,75;5,95;6,84;76,00;2,86;5,28;6,78;-76,00;3558,00
28/02/2023;28/02/2023;aFRR;NEG_04_08;2,00;4,11;4,75;2,75;4,17;4,75;-3,00;2,00;3,55;4,75;3,00;3880,00
28/02/2023;28/02/2023;aFRR;NEG_08_12;1,25;3,67;4,97;1,25;3,76;4,97;-80,00;1,40;3,06;4,40;80,00;3055,00
28/02/2023;28/02/2023;aFRR;NEG_12_16;3,00;10,41;15,53;3,00;10,57;15,53;-80,00;4,32;9,31;12,33;80,00;3214,00
28/02/2023;28/02/2023;aFRR;NEG_16_20;0,83;1,87;2,42;1,03;1,87;2,42;-46,00;0,83;1,94;2,40;46,00;3580,00
28/02/2023;28/02/2023;aFRR;NEG_20_24;0,88;1,88;2,27;1,20;1,88;2,27;7,00;0,88;1,88;2,27;-7,00;3706,00
01/03/2023;01/03/2023;aFRR;POS_00_04;0,92;1,78;2,10;1,00;1,79;2,10;-8,00;0,92;1,64;2,10;8,00;4170,00
01/03/2023;01/03/2023;aFRR;POS_04_08;1,90;5,10;12,35;2,50;4,86;9,47;80,00;1,90;9,03;12,35;-80,00;3966,00
01/03/2023;01/03/2023;aFRR;POS_08_12;2,98;7,39;16,40;3,00;6,63;15,84;-45,00;2,98;13,57;16,40;45,00;3653,00
01/03/2023;01/03/2023;aFRR;POS_12_16;0,99;1,84;6,54;1,00;1,83;6,54;-80,00;0,99;1,88;2,47;80,00;3996,00
01/03/2023;01/03/2023;aFRR;POS_16_20;6,25;12,86;25,78;6,25;12,32;16,74;80,00;6,72;21,95;25,78;-80,00;4194,00
01/03/2023;01/03/2023;aFRR;POS_20_24;2,56;4,93;8,77;3,00;4,82;5,45;80,00;2,56;6,79;8,77;-80,00;4625,00
01/03/2023;01/03/2023;aFRR;NEG_00_04;1,70;4,66;5,34;1,70;4,71;5,34;25,00;2,44;4,18;5,33;-25,00;3567,00
01/03/2023;01/03/2023;aFRR;NEG_04_08;1,61;3,17;3,65;2,50;3,22;3,65;-60,00;1,61;2,85;3,62;60,00;3517,00
01/03/2023;01/03/2023;aFRR;NEG_08_12;1,25;3,13;3,69;1,25;3,20;3,69;-80,00;1,35;2,65;3,29;80,00;3253,00
01/03/2023;01/03/2023;aFRR;NEG_12_16;1,39;10,66;35,30;1,39;11,11;35,30;-80,00;4,21;7,65;9,27;80,00;3094,00
01/03/2023;01/03/2023;aFRR;NEG_16_20;0,78;1,58;1,96;1,00;1,59;1,96;-35,00;0,78;1,50;1,95;35,00;3317,00
01/03/2023;01/03/2023;aFRR;NEG_20_24;0,73;1,57;1,90;1,00;1,59;1,90;-59,00;0,73;1,46;1,88;59,00;3463,00
02/03/2023;02/03/2023;aFRR;POS_00_04;0,85;1,61;1,87;1,00;1,62;1,87;-2,00;0,85;1,50;1,86;2,00;4116,00
02/03/2023;02/03/2023;aFRR;POS_04_08;2,55;6,26;11,12;3,59;6,09;8,07;80,00;2,55;9,11;11,12;-80,00;4170,00
02/03/2023;02/03/2023;aFRR;POS_08_12;2,65;7,41;10,54;4,80;7,39;9,00;80,00;2,65;7,74;10,54;-80,00;4531,00
02/03/2023;02/03/2023;aFRR;POS_12_16;0,84;2,74;4,05;1,50;2,89;4,05;-80,00;0,84;1,80;2,50;80,00;3939,00
02/03/2023;02/03/2023;aFRR;POS_16_20;5,60;12,43;24,77;9,90;11,94;15,05;80,00;5,60;20,73;24,77;-80,00;4363,00
02/03/2023;02/03/2023;aFRR;POS_20_24;2,39;4,90;7,81;3,00;4,80;5,42;80,00;2,39;6,57;7,81;-80,00;4649,00
02/03/2023;02/03/2023;aFRR;NEG_00_04;1,70;3,72;4,19;2,40;3,76;4,19;23,00;1,70;3,29;4,08;-23,00;3389,00
02/03/2023;02/03/2023;aFRR;NEG_04_08;1,14;2,61;2,94;2,00;2,65;2,94;-8,00;1,14;2,27;2,88;8,00;3210,00
02/03/2023;02/03/2023;aFRR;NEG_08_12;1,23;2,41;2,84;1,81;2,46;2,84;-80,00;1,23;2,13;2,47;80,00;3278,00
02/03/2023;02/03/2023;aFRR;NEG_12_16;4,93;12,14;17,10;5,00;12,85;17,10;-80,00;4,93;7,45;10,42;80,00;3196,00
02/03/2023;02/03/2023;aFRR;NEG_16_20;0,71;1,39;1,72;0,90;1,41;1,72;-80,00;0,71;1,26;1,55;80,00;3394,00
02/03/2023;02/03/2023;aFRR;NEG_20_24;0,63;1,35;1,75;0,90;1,38;1,75;-80,00;0,63;1,20;1,60;80,00;3535,00
03/03/2023;03/03/2023;aFRR;POS_00_04;0,71;1,39;1,67;0,86;1,40;1,67;-13,00;0,71;1,32;1,67;13,00;4113,00
03/03/2023;03/03/2023;aFRR;POS_04_08;3,05;5,72;9,08;3,32;5,60;6,38;80,00;3,05;7,62;9,08;-80,00;4508,00
03/03/2023;03/03/2023;aFRR;POS_08_12;2,79;6,34;8,82;5,29;6,31;7,40;80,00;2,79;6,76;8,82;-80,00;4001,00
03/03/2023;03/03/2023;aFRR;POS_12_16;0,98;2,51;3,13;1,73;2,57;3,13;-80,00;0,98;2,15;3,11;80,00;4192,00
03/03/2023;03/03/2023;aFRR;POS_16_20;5,65;10,24;13,12;7,28;10,22;11,45;80,00;5,65;10,45;13,12;-80,00;4396,00
03/03/2023;03/03/2023;aFRR;POS_20_24;2,48;4,37;8,00;3,00;4,28;8,00;-80,00;2,48;4,95;6,16;80,00;4374,00
03/03/2023;03/03/2023;aFRR;NEG_00_04;0,25;3,00;3,44;0,25;3,02;3,44;13,00;1,40;2,79;3,40;-13,00;3575,00
03/03/2023;03/03/2023;aFRR;NEG_04_08;0,12;2,04;2,30;0,12;2,05;2,30;34,00;1,05;1,94;2,30;-34,00;3543,00
03/03/2023;03/03/2023;aFRR;NEG_08_12;0,10;1,88;2,16;0,10;1,90;2,16;-80,00;0,84;1,70;2,15;80,00;3544,00
03/03/2023;03/03/2023;aFRR;NEG_12_16;2,00;10,42;12,29;2,00;10,73;12,29;-23,00;4,90;7,74;11,34;23,00;3534,00
03/03/2023;03/03/2023;aFRR;NEG_16_20;0,13;1,32;1,68;0,13;1,35;1,68;-80,00;0,61;1,18;1,67;80,00;3572,00
03/03/2023;03/03/2023;aFRR;NEG_20_24;0,10;1,60;2,00;0,10;1,64;2,00;6,00;0,56;1,16;1,75;-6,00;3655,00
04/03/2023;04/03/2023;aFRR;POS_00_04;0,60;1,79;3,91;0,75;1,84;3,91;-80,00;0,60;1,43;2,73;80,00;4381,00
04/03/2023;04/03/2023;aFRR;POS_04_08;2,00;4,16;4,84;2,00;4,16;4,80;80,00;2,52;4,04;4,84;-80,00;4665,00
04/03/2023;04/03/2023;aFRR;POS_08_12;2,00;4,73;5,39;2,00;4,75;5,39;69,00;2,58;4,53;5,33;-69,00;4452,00
04/03/2023;04/03/2023;aFRR;POS_12_16;0,98;1,83;2,22;1,00;1,84;2,22;34,00;0,98;1,74;2,15;-34,00;4488,00
04/03/2023;04/03/2023;aFRR;POS_16_20;4,26;8,56;9,38;6,00;8,69;9,38;-26,00;4,26;7,59;9,27;26,00;4750,00
04/03/2023;04/03/2023;aFRR;POS_20_24;1,72;4,10;4,66;2,00;4,14;4,66;-41,00;1,72;3,78;4,66;41,00;4849,00
04/03/2023;04/03/2023;aFRR;NEG_00_04;1,16;7,52;9,90;1,90;7,93;9,90;28,00;1,16;2,93;7,50;-28,00;3689,00
04/03/2023;04/03/2023;aFRR;NEG_04_08;0,77;4,98;7,75;0,99;5,22;7,75;39,00;0,77;2,16;6,74;-39,00;3623,00
04/03/2023;04/03/2023;aFRR;NEG_08_12;0,72;4,28;7,10;1,00;4,48;7,10;10,00;0,72;2,16;6,12;-10,00;3673,00
04/03/2023;04/03/2023;aFRR;NEG_12_16;4,30;20,62;41,12;5,80;21,28;41,12;-54,00;4,30;15,63;41,02;54,00;3600,00
04/03/2023;04/03/2023;aFRR;NEG_16_20;0,55;2,77;5,13;0,70;2,86;5,13;5,00;0,55;1,83;4,90;-5,00;3831,00
04/03/2023;04/03/2023;aFRR;NEG_20_24;0,80;1,98;3,05;0,80;2,01;3,05;38,00;0,85;1,54;3,00;-38,00;4144,00
05/03/2023;05/03/2023;aFRR;POS_00_04;0,80;1,91;2,45;1,04;1,94;2,45;-55,00;0,80;1,65;2,40;55,00;4446,00
05/03/2023;05/03/2023;aFRR;POS_04_08;1,57;3,29;3,92;2,00;3,33;3,92;-21,00;1,57;2,96;3,91;21,00;4510,00
05/03/2023;05/03/2023;aFRR;POS_08_12;1,72;3,79;4,33;2,00;3,86;4,33;-45,00;1,72;3,28;4,33;45,00;5008,00
05/03/2023;05/03/2023;aFRR;POS_12_16;0,68;1,49;1,80;1,00;1,51;1,80;33,00;0,68;1,35;1,77;-33,00;4458,00
05/03/2023;05/03/2023;aFRR;POS_16_20;3,65;7,66;8,78;6,00;7,81;8,78;-80,00;3,65;6,62;8,50;80,00;4642,00
05/03/2023;05/03/2023;aFRR;POS_20_24;2,00;3,67;4,16;2,00;3,71;4,16;-68,00;2,01;3,40;4,15;68,00;4795,00
05/03/2023;05/03/2023;aFRR;NEG_00_04;2,08;6,80;8,10;2,62;7,06;8,10;22,00;2,08;4,16;6,90;-22,00;3611,00
05/03/2023;05/03/2023;aFRR;NEG_04_08;1,50;5,31;6,62;1,74;5,52;6,62;33,00;1,50;3,01;6,50;-33,00;3568,00
05/03/2023;05/03/2023;aFRR;NEG_08_12;1,25;5,23;6,68;1,56;5,41;6,68;42,00;1,25;2,92;6,50;-42,00;3611,00
05/03/2023;05/03/2023;aFRR;NEG_12_16;6,00;20,80;27,36;8,55;21,42;27,36;59,00;6,00;11,67;27,00;-59,00;3606,00
05/03/2023;05/03/2023;aFRR;NEG_16_20;1,07;2,79;4,10;1,07;2,85;4,00;55,00;1,10;1,95;4,10;-55,00;4000,00
05/03/2023;05/03/2023;aFRR;NEG_20_24;0,99;1,92;2,81;1,00;1,94;2,81;19,00;0,99;1,74;2,80;-19,00;3859,00
06/03/2023;06/03/2023;aFRR;POS_00_04;1,00;2,10;2,61;1,16;2,12;2,61;5,00;1,00;1,92;2,60;-5,00;4367,00
06/03/2023;06/03/2023;aFRR;POS_04_08;1,19;4,64;8,02;2,27;4,62;7,55;80,00;1,19;4,86;8,02;-80,00;4187,00
06/03/2023;06/03/2023;aFRR;POS_08_12;1,43;6,88;9,92;2,62;6,97;9,92;61,00;1,43;5,62;9,78;-61,00;4230,00
06/03/2023;06/03/2023;aFRR;POS_12_16;0,61;2,09;2,93;1,16;2,18;2,93;-80,00;0,61;1,48;2,50;80,00;4518,00
06/03/2023;06/03/2023;aFRR;POS_16_20;3,30;12,92;18,34;6,25;13,11;18,34;-80,00;3,30;11,63;16,39;80,00;4258,00
06/03/2023;06/03/2023;aFRR;POS_20_24;1,63;5,51;17,82;2,70;5,75;17,82;-80,00;1,63;3,93;5,96;80,00;4153,00
06/03/2023;06/03/2023;aFRR;NEG_00_04;1,50;5,48;7,72;1,50;5,57;7,72;28,00;2,70;4,51;7,30;-28,00;3665,00
06/03/2023;06/03/2023;aFRR;NEG_04_08;1,50;3,98;5,50;1,50;4,00;5,50;4,00;1,99;3,81;5,48;-4,00;3638,00
06/03/2023;06/03/2023;aFRR;NEG_08_12;1,15;3,43;4,49;1,30;3,47;4,49;55,00;1,15;2,94;4,36;-55,00;4151,00
06/03/2023;06/03/2023;aFRR;NEG_12_16;4,90;11,40;13,76;4,90;11,45;13,76;67,00;6,92;10,75;13,57;-67,00;4090,00
06/03/2023;06/03/2023;aFRR;NEG_16_20;0,92;2,02;2,45;1,30;2,02;2,45;1,00;0,92;2,05;2,43;-1,00;4144,00
06/03/2023;06/03/2023;aFRR;NEG_20_24;0,90;1,94;2,49;1,19;1,96;2,49;55,00;0,90;1,67;2,40;-55,00;3681,00
07/03/2023;07/03/2023;aFRR;POS_00_04;1,00;1,81;2,34;1,00;1,81;2,34;-19,00;1,00;1,78;2,34;19,00;4381,00
07/03/2023;07/03/2023;aFRR;POS_04_08;1,19;4,29;6,26;3,00;4,23;6,26;25,00;1,19;4,91;6,25;-25,00;4186,00
07/03/2023;07/03/2023;aFRR;POS_08_12;1,43;5,92;8,05;3,37;5,96;8,05;-13,00;1,43;5,59;8,00;13,00;4140,00
07/03/2023;07/03/2023;aFRR;POS_12_16;0,61;1,72;2,03;1,00;1,78;2,03;-70,00;0,61;1,36;2,03;70,00;4249,00
07/03/2023;07/03/2023;aFRR;POS_16_20;3,30;11,89;14,70;6,25;12,02;14,70;31,00;3,30;10,43;14,65;-31,00;4155,00
07/03/2023;07/03/2023;aFRR;POS_20_24;1,63;5,34;6,79;2,70;5,53;6,79;-80,00;1,63;4,11;5,27;80,00;4224,00
07/03/2023;07/03/2023;aFRR;NEG_00_04;2,50;9,96;16,56;3,00;10,37;16,56;27,00;2,50;5,41;11,82;-27,00;3542,00
07/03/2023;07/03/2023;aFRR;NEG_04_08;1,80;7,19;12,00;3,00;7,50;12,00;-80,00;1,80;5,22;9,47;80,00;3561,00
07/03/2023;07/03/2023;aFRR;NEG_08_12;1,18;5,83;12,66;2,45;6,19;12,66;-80,00;1,18;3,57;5,69;80,00;3547,00
07/03/2023;07/03/2023;aFRR;NEG_12_16;3,00;14,33;24,82;6,21;14,85;24,82;-80,00;3,00;10,78;16,75;80,00;3497,00
07/03/2023;07/03/2023;aFRR;NEG_16_20;1,15;3,33;13,46;1,35;3,54;13,46;-80,00;1,15;1,97;2,40;80,00;3581,00
07/03/2023;07/03/2023;aFRR;NEG_20_24;0,90;1,91;2,44;1,10;1,92;2,44;68,00;0,90;1,70;2,30;-68,00;3634,00
08/03/2023;08/03/2023;aFRR;POS_00_04;0,77;1,75;1,98;1,00;1,76;1,98;74,00;0,77;1,51;1,98;-74,00;4318,00
08/03/2023;08/03/2023;aFRR;POS_04_08;1,80;4,59;5,68;3,44;4,61;5,50;80,00;1,80;4,33;5,68;-80,00;4373,00
08/03/2023;08/03/2023;aFRR;POS_08_12;2,29;6,75;16,35;4,90;6,50;7,29;80,00;2,29;11,24;16,35;-80,00;4407,00
08/03/2023;08/03/2023;aFRR;POS_12_16;0,72;1,91;2,33;1,23;1,95;2,33;-55,00;0,72;1,57;2,32;55,00;4438,00
08/03/2023;08/03/2023;aFRR;POS_16_20;5,21;13,66;23,17;7,57;13,41;15,36;80,00;5,21;17,90;23,17;-80,00;4371,00
08/03/2023;08/03/2023;aFRR;POS_20_24;3,06;5,16;5,95;3,31;5,20;5,95;25,00;3,06;4,78;5,93;-25,00;4661,00
08/03/2023;08/03/2023;aFRR;NEG_00_04;2,80;7,74;9,02;2,80;7,86;9,02;41,00;3,49;6,36;9,00;-41,00;3648,00
08/03/2023;08/03/2023;aFRR;NEG_04_08;1,80;5,30;6,66;1,80;5,31;6,66;45,00;3,44;5,12;6,50;-45,00;3635,00
08/03/2023;08/03/2023;aFRR;NEG_08_12;1,60;4,08;5,35;1,60;4,14;5,35;-36,00;2,48;3,69;5,28;36,00;4026,00
08/03/2023;08/03/2023;aFRR;NEG_12_16;6,99;9,48;11,21;6,99;9,48;11,21;64,00;7,80;9,49;11,09;-64,00;4201,00
08/03/2023;08/03/2023;aFRR;NEG_16_20;1,00;2,61;3,75;1,30;2,73;3,75;-80,00;1,00;1,88;2,60;80,00;4291,00
08/03/2023;08/03/2023;aFRR;NEG_20_24;0,92;1,66;2,01;0,95;1,67;2,01;30,00;0,92;1,55;2,00;-30,00;3750,00
09/03/2023;09/03/2023;aFRR;POS_00_04;0,89;1,63;1,85;1,00;1,65;1,85;-16,00;0,89;1,47;1,83;16,00;4120,00
09/03/2023;09/03/2023;aFRR;POS_04_08;2,35;4,22;4,80;3,50;4,24;4,80;58,00;2,35;3,89;4,75;-58,00;4146,00
09/03/2023;09/03/2023;aFRR;POS_08_12;3,38;5,86;6,69;4,78;5,89;6,40;80,00;3,38;5,48;6,69;-80,00;4279,00
09/03/2023;09/03/2023;aFRR;POS_12_16;1,00;1,77;1,97;1,10;1,78;1,97;42,00;1,00;1,62;1,96;-42,00;4389,00
09/03/2023;09/03/2023;aFRR;POS_16_20;7,60;12,08;15,14;9,80;12,05;13,59;80,00;7,60;12,59;15,14;-80,00;4478,00
09/03/2023;09/03/2023;aFRR;POS_20_24;2,48;5,52;13,62;3,00;5,68;13,62;-80,00;2,48;4,38;5,36;80,00;4248,00
09/03/2023;09/03/2023;aFRR;NEG_00_04;3,00;5,75;7,64;3,00;5,75;7,64;74,00;3,27;5,75;7,50;-74,00;3697,00
09/03/2023;09/03/2023;aFRR;NEG_04_08;2,00;4,21;4,98;2,00;4,21;4,88;80,00;2,20;4,15;4,98;-80,00;3701,00
09/03/2023;09/03/2023;aFRR;NEG_08_12;1,70;3,52;4,07;1,80;3,59;4,07;-80,00;1,70;3,09;3,88;80,00;4015,00
09/03/2023;09/03/2023;aFRR;NEG_12_16;3,83;7,87;8,70;4,90;7,90;8,50;80,00;3,83;7,37;8,70;-80,00;4080,00
09/03/2023;09/03/2023;aFRR;NEG_16_20;1,44;2,16;2,51;1,50;2,19;2,51;-29,00;1,44;1,97;2,50;29,00;4145,00
09/03/2023;09/03/2023;aFRR;NEG_20_24;0,70;1,48;1,75;0,70;1,49;1,75;75,00;0,74;1,38;1,74;-75,00;3701,00
10/03/2023;10/03/2023;aFRR;POS_00_04;0,78;1,65;3,38;0,90;1,66;3,38;-80,00;0,78;1,60;2,82;80,00;4210,00
10/03/2023;10/03/2023;aFRR;POS_04_08;1,92;3,74;4,27;2,52;3,79;4,27;-80,00;1,92;3,46;4,20;80,00;4170,00
10/03/2023;10/03/2023;aFRR;POS_08_12;2,65;5,03;5,69;3,36;5,12;5,69;-80,00;2,65;4,39;5,64;80,00;4506,00
10/03/2023;10/03/2023;aFRR;POS_12_16;0,75;1,47;1,80;0,75;1,47;1,80;-79,00;0,84;1,44;1,80;79,00;4536,00
10/03/2023;10/03/2023;aFRR;POS_16_20;5,49;9,52;10,86;7,13;9,65;10,86;-31,00;5,49;8,40;10,83;31,00;4786,00
10/03/2023;10/03/2023;aFRR;POS_20_24;2,14;7,22;13,90;3,00;7,64;13,90;-80,00;2,14;4,33;5,39;80,00;4490,00
10/03/2023;10/03/2023;aFRR;NEG_00_04;2,00;5,41;7,01;2,00;5,45;7,01;59,00;2,19;4,77;6,60;-59,00;3678,00
10/03/2023;10/03/2023;aFRR;NEG_04_08;1,50;3,98;4,50;1,50;4,03;4,50;49,00;1,73;3,46;4,50;-49,00;3661,00
10/03/2023;10/03/2023;aFRR;NEG_08_12;1,50;3,20;3,56;1,50;3,24;3,56;-4,00;1,55;2,83;3,50;4,00;4023,00
10/03/2023;10/03/2023;aFRR;NEG_12_16;2,99;6,64;7,25;3,00;6,72;7,25;53,00;2,99;5,64;7,20;-53,00;3939,00
10/03/2023;10/03/2023;aFRR;NEG_16_20;0,90;2,03;2,28;1,00;2,06;2,28;-15,00;0,90;1,73;2,20;15,00;4163,00
10/03/2023;10/03/2023;aFRR;NEG_20_24;0,66;2,59;4,97;0,80;2,71;4,97;26,00;0,66;1,43;3,00;-26,00;3786,00
11/03/2023;11/03/2023;aFRR;POS_00_04;0,73;2,13;2,75;1,06;2,14;2,75;38,00;0,73;2,03;2,68;-38,00;4415,00
11/03/2023;11/03/2023;aFRR;POS_04_08;1,69;3,14;3,63;1,97;3,16;3,63;0,00;1,69;2,95;3,63;0,00;4328,00
11/03/2023;11/03/2023;aFRR;POS_08_12;2,00;4,26;4,83;2,00;4,32;4,83;-61,00;2,18;3,82;4,81;61,00;4329,00
11/03/2023;11/03/2023;aFRR;POS_12_16;0,67;1,39;1,68;0,83;1,40;1,68;22,00;0,67;1,29;1,63;-22,00;4522,00
11/03/2023;11/03/2023;aFRR;POS_16_20;3,56;8,46;10,40;5,00;8,74;10,40;-80,00;3,56;6,58;8,17;80,00;4565,00
11/03/2023;11/03/2023;aFRR;POS_20_24;2,98;7,34;9,92;3,00;7,55;9,92;-80,00;2,98;5,96;8,73;80,00;4788,00
11/03/2023;11/03/2023;aFRR;NEG_00_04;2,66;11,37;25,22;3,00;11,70;25,22;17,00;2,66;8,02;23,00;-17,00;3553,00
11/03/2023;11/03/2023;aFRR;NEG_04_08;1,92;6,30;9,60;2,00;6,47;9,60;38,00;1,92;4,33;9,00;-38,00;3618,00
11/03/2023;11/03/2023;aFRR;NEG_08_12;1,40;5,86;8,30;1,40;6,06;8,30;25,00;1,46;3,56;8,00;-25,00;3655,00
11/03/2023;11/03/2023;aFRR;NEG_12_16;2,74;20,24;33,25;3,39;21,13;33,25;30,00;2,74;9,74;32,00;-30,00;3770,00
11/03/2023;11/03/2023;aFRR;NEG_16_20;0,98;2,79;4,02;0,99;2,86;4,02;41,00;0,98;1,98;4,00;-41,00;3885,00
11/03/2023;11/03/2023;aFRR;NEG_20_24;0,99;2,66;3,53;0,99;2,72;3,53;25,00;1,08;1,98;3,40;-25,00;3714,00
12/03/2023;12/03/2023;aFRR;POS_00_04;1,09;1,82;2,14;1,25;1,82;2,14;80,00;1,09;1,72;2,14;-80,00;4568,00
12/03/2023;12/03/2023;aFRR;POS_04_08;1,31;2,66;3,10;1,91;2,68;3,10;-6,00;1,31;2,44;3,10;6,00;4546,00
12/03/2023;12/03/2023;aFRR;POS_08_12;1,76;3,51;3,97;2,00;3,59;3,97;-71,00;1,76;2,97;3,95;71,00;4344,00
12/03/2023;12/03/2023;aFRR;POS_12_16;0,62;1,22;1,45;0,76;1,23;1,45;24,00;0,62;1,11;1,41;-24,00;4479,00
12/03/2023;12/03/2023;aFRR;POS_16_20;3,71;7,91;8,83;5,46;8,16;8,83;-80,00;3,71;6,16;8,40;80,00;4691,00
12/03/2023;12/03/2023;aFRR;POS_20_24;2,54;7,08;10,00;3,00;7,23;10,00;-80,00;2,54;6,11;8,38;80,00;4429,00
12/03/2023;12/03/2023;aFRR;NEG_00_04;3,00;8,95;16,00;3,00;8,91;10,57;80,00;4,16;9,63;16,00;-80,00;3692,00
12/03/2023;12/03/2023;aFRR;NEG_04_08;2,00;4,80;7,60;2,00;4,77;5,78;80,00;2,75;5,24;7,60;-80,00;3701,00
12/03/2023;12/03/2023;aFRR;NEG_08_12;2,00;4,55;6,00;2,00;4,56;5,82;80,00;2,40;4,34;6,00;-80,00;3695,00
12/03/2023;12/03/2023;aFRR;NEG_12_16;4,72;15,99;23,00;7,00;16,08;18,46;80,00;4,72;14,50;23,00;-80,00;3806,00
12/03/2023;12/03/2023;aFRR;NEG_16_20;1,37;2,50;3,50;1,37;2,49;2,99;80,00;1,44;2,51;3,50;-80,00;3777,00
12/03/2023;12/03/2023;aFRR;NEG_20_24;1,20;2,48;3,40;1,20;2,49;3,03;80,00;1,24;2,23;3,40;-80,00;3771,00
13/03/2023;13/03/2023;aFRR;POS_00_04;0,76;1,74;2,45;1,02;1,73;2,23;80,00;0,76;1,89;2,45;-80,00;4326,00
13/03/2023;13/03/2023;aFRR;POS_04_08;1,09;2,92;6,10;1,20;2,84;6,10;-80,00;1,09;3,50;5,54;80,00;4260,00
13/03/2023;13/03/2023;aFRR;POS_08_12;1,42;4,30;10,39;2,00;4,42;10,39;-80,00;1,42;3,46;6,20;80,00;3916,00
13/03/2023;13/03/2023;aFRR;POS_12_16;0,55;1,20;1,80;0,75;1,20;1,69;80,00;0,55;1,15;1,80;-80,00;4075,00
13/03/2023;13/03/2023;aFRR;POS_16_20;3,88;8,51;15,43;5,00;8,68;15,43;-80,00;3,88;7,32;9,03;80,00;4003,00
13/03/2023;13/03/2023;aFRR;POS_20_24;3,42;7,08;10,90;4,64;7,26;10,90;-80,00;3,42;5,94;7,35;80,00;4016,00
13/03/2023;13/03/2023;aFRR;NEG_00_04;3,00;18,87;43,44;3,00;19,02;43,44;33,00;3,79;17,22;40,00;-33,00;3403,00
13/03/2023;13/03/2023;aFRR;NEG_04_08;1,86;11,67;32,15;2,81;11,91;32,15;47,00;1,86;8,69;31,00;-47,00;3392,00
13/03/2023;13/03/2023;aFRR;NEG_08_12;1,90;6,95;13,33;2,00;7,06;13,33;29,00;1,90;5,68;12,00;-29,00;3474,00
13/03/2023;13/03/2023;aFRR;NEG_12_16;6,55;30,58;78,29;8,00;30,97;78,29;-80,00;6,55;27,94;42,31;80,00;3303,00
13/03/2023;13/03/2023;aFRR;NEG_16_20;1,07;3,00;4,89;1,18;3,03;4,89;75,00;1,07;2,40;4,87;-75,00;3373,00
13/03/2023;13/03/2023;aFRR;NEG_20_24;1,03;3,01;6,50;1,03;3,04;4,53;80,00;1,14;2,48;6,50;-80,00;3339,00
